,university,career,inscription_date,first_name,last_name,gender,age,location,email,postal_code
193, facultad latinoamericana de ciencias sociales,agronomía,2020-09-20,,james moore dds,male,51,aparicio cue,albertdennis@gmail.com,3322
194, facultad latinoamericana de ciencias sociales,licenciatura en ciencias de la educación ,2021-01-29,,craig hansen,male,65,acevedo,angelaschroeder@yahoo.com,2717
195, facultad latinoamericana de ciencias sociales,licenciatura en administración ,2020-12-02,,tony martin,male,75,colonia los lapachos,omarmendez@yahoo.com,4606
196, facultad latinoamericana de ciencias sociales,técnico para bioterios ,2020-10-05,,samantha dickerson,female,35,13 de enero,jennifer12@yahoo.com,5741
197, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-10-20,,glenn nelson,male,76,berisso,james67@yahoo.com,2848
198, facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,2021-01-29,,paul torres,male,20,la buana moza,lucas69@gmail.com,2930
199, facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,2020-11-09,,mr. walter ponce md,male,96,cañada,anthony58@gmail.com,4129
200, facultad latinoamericana de ciencias sociales,ingeniería mecánica,2020-11-29,,dennis jones,male,62,puesto de isla,sandrawhite@hotmail.com,3487
201, facultad latinoamericana de ciencias sociales,licenciatura en gestión de agroalimentos,2020-12-11,,sara jensen,female,36,arijon,hessjoshua@hotmail.com,2242
202, facultad latinoamericana de ciencias sociales,licenciatura en ciencias ambientales,2021-02-01,,erin nguyen,female,65,atreuco,ufernandez@yahoo.com,6305
203, facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,2021-01-13,,dylan marshall,male,103,balneario claromeco,hparks@hotmail.com,7505
204, facultad latinoamericana de ciencias sociales,ingeniería electrónica,2020-10-25,,cynthia hendricks,female,22,aguango,michaeltaylor@hotmail.com,5449
205, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-12-28,,michael edwards,male,21,amuschina,jennakeller@hotmail.com,5329
206, facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,2020-11-23,,kristy brown,female,42,campo medina,ericacastro@yahoo.com,2142
207, facultad latinoamericana de ciencias sociales,contador público ,2021-01-14,,david hill,male,25,apostoles,kelly53@hotmail.com,3350
208, facultad latinoamericana de ciencias sociales,ingeniería en informática,2020-12-20,,william dickerson dds,male,95,diaz,iandrews@gmail.com,2222
209, facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,2020-09-19,,connie white,female,91,arroyo grande,kleinmackenzie@gmail.com,3203
210, facultad latinoamericana de ciencias sociales,ciencias veterinarias,2020-09-15,,nicole johnson,female,50,4 de noviembre,eharding@yahoo.com,2707
211, facultad latinoamericana de ciencias sociales,ingeniería mecánica,2020-12-03,,nancy francis,female,66,agua colorada,juliecaldwell@gmail.com,4119
212, facultad latinoamericana de ciencias sociales,ingeniería en informática,2021-01-13,,walter rogers,male,30,abra de pives,courtneyklein@gmail.com,4618
213, facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,2020-12-21,,kelly nguyen,female,56,adrian maturano,paul07@hotmail.com,5590
214, facultad latinoamericana de ciencias sociales,contador público ,2020-09-13,,suzanne duncan,female,46,el cipres,dustinhenderson@gmail.com,5585
215, facultad latinoamericana de ciencias sociales,licenciatura en planificación y diseño del paisaje,2021-01-23,,angela johnson,female,69,alpasinche,jwagner@gmail.com,5325
216, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-09-28,,bryan sosa,male,27,apostoles,mcervantes@hotmail.com,3350
217, facultad latinoamericana de ciencias sociales,contador público ,2020-12-20,,michelle rowland,female,85,el triunfo,patrickmichael@gmail.com,6073
218, facultad latinoamericana de ciencias sociales,actuario ,2021-01-21,,shannon tucker,female,65,arenaza,thomas59@hotmail.com,6075
219, facultad latinoamericana de ciencias sociales,licenciatura en musicoterapia,2020-12-18,,adam sanders,male,109,san mayol,heidi32@gmail.com,7519
220, facultad latinoamericana de ciencias sociales,licenciatura en ciencia y tecnología de alimentos,2020-10-29,,tiffany herring,female,49,alto verde,pcarter@gmail.com,2801
221, facultad latinoamericana de ciencias sociales,licenciatura en ciencias antropológicas,2020-12-15,,paul newman,male,101,cacique ariacaiquin,jennifer96@gmail.com,3041
222, facultad latinoamericana de ciencias sociales,licenciatura en producción de bioimagenes,2020-10-17,,katherine escobar,female,102,la california,mcdonaldheather@hotmail.com,2520
223, facultad latinoamericana de ciencias sociales,licenciatura en relaciones del trabajo ,2020-09-18,,cynthia ramos,female,65,arroyo cahunco,figueroajoshua@gmail.com,8347
224, facultad latinoamericana de ciencias sociales,licenciatura en ciencia política ,2021-01-12,,daniel delacruz,male,71,puente del inca,parkeralexis@yahoo.com,5555
225, facultad latinoamericana de ciencias sociales,licenciatura en psicología,2020-12-20,,maria powell,female,19,kilometro 77,harrisstephanie@yahoo.com,1737
226, facultad latinoamericana de ciencias sociales,licenciatura en administración ,2020-12-24,,bryan branch,male,112,villa olivari,ajones@yahoo.com,3486
227, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2020-09-30,,daniel zuniga,male,97,colonia los tres usaris,hthompson@hotmail.com,2760
228, facultad latinoamericana de ciencias sociales,licenciatura en ciencia política ,2021-01-28,,stephen farrell,male,75,isla gran malvina,leonscott@gmail.com,9409
229, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2020-10-19,,william davis,male,71,anasagasti,christinaclay@gmail.com,6607
230, facultad latinoamericana de ciencias sociales,licenciatura en artes,2021-01-24,,julia ryan,female,29,barranquitas,davismichelle@gmail.com,3000
231, facultad latinoamericana de ciencias sociales,licenciatura en relaciones del trabajo ,2020-10-08,,christopher rogers,male,64,barrio jardin luzuriaga,kayla66@hotmail.com,5513
232, facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,2020-12-16,,juan cameron,male,35,chañarcito,oalexander@hotmail.com,4707
233, facultad latinoamericana de ciencias sociales,licenciatura en relaciones del trabajo ,2020-11-04,,maureen porter,female,56,arrechea,zmeyer@gmail.com,3355
234, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-09-22,,wayne melton,male,25,acostilla,jameschristopher@yahoo.com,4113
235, facultad latinoamericana de ciencias sociales,ingeniería en informática,2020-09-11,,richard gonzalez,male,78,colonia reina margarita,lopezomar@gmail.com,2309
236, facultad latinoamericana de ciencias sociales,licenciatura en ciencias antropológicas,2020-09-04,,miss april green dvm,female,30,campo zavalla,fdavis@yahoo.com,3045
237, facultad latinoamericana de ciencias sociales,licenciatura en ciencias ambientales,2020-09-11,,daniel singh,male,28,merlo,michelletownsend@gmail.com,1722
238, facultad latinoamericana de ciencias sociales,licenciatura en ciencia y tecnología de alimentos,2020-10-26,,sara nicholson,female,101,abo nezu,benjamincantu@gmail.com,3461
239, facultad latinoamericana de ciencias sociales,farmacia,2021-01-05,,christine woods,female,89,colonia adolfo alsina,shannonnewman@hotmail.com,3029
240, facultad latinoamericana de ciencias sociales,licenciatura en administración ,2020-12-19,,linda walton,female,32,adolfo j pomar,moorelisa@yahoo.com,3337
241, facultad latinoamericana de ciencias sociales,diseño industrial,2020-12-15,,amanda ray,female,34,buena esperanza,fordjamie@hotmail.com,6277
242, facultad latinoamericana de ciencias sociales,ingeniería mecánica,2020-10-29,,robert benitez,male,65,las hermanas,melissa18@yahoo.com,7412
243, facultad latinoamericana de ciencias sociales,ingeniería electrónica,2020-09-06,,noah cox,male,18,aimogasta,ojones@gmail.com,5310
244, facultad latinoamericana de ciencias sociales,diseño industrial,2020-09-24,,jeffrey russell,male,41,masurel,tannerfrazier@gmail.com,6438
245, facultad latinoamericana de ciencias sociales,licenciatura en gestión de agroalimentos,2021-01-14,,miguel dyer,male,98,colonia hansen,amyreed@hotmail.com,2637
246, facultad latinoamericana de ciencias sociales,licenciatura en ciencias antropológicas,2021-01-19,,john james,male,58,gobernador roca,jcompton@hotmail.com,3324
247, facultad latinoamericana de ciencias sociales,diseño industrial,2021-01-18,,michael strong,male,34,blaquier,nmueller@hotmail.com,6065
248, facultad latinoamericana de ciencias sociales,licenciatura en planificación y diseño del paisaje,2020-12-09,,william bailey,male,79,paso del rey,brownnicole@hotmail.com,1742
249, facultad latinoamericana de ciencias sociales,ingeniería en informática,2020-12-28,,kyle holden,male,89,acebal,pscott@gmail.com,2109
250, facultad latinoamericana de ciencias sociales,diseño industrial,2021-01-07,,tiffany rogers,female,65,aconquija,andreacarroll@yahoo.com,4107
251, facultad latinoamericana de ciencias sociales,licenciatura en administración ,2020-11-12,,tammy nguyen,female,65,el zapallar,joshua68@yahoo.com,5353
252, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2021-01-05,,kristina rodriguez,female,93,san antonio de obligado,jeffreymoss@yahoo.com,3587
253, facultad latinoamericana de ciencias sociales,ingeniería electrónica,2020-11-30,,christian henderson,male,25,angelina,diane10@gmail.com,5264
254, facultad latinoamericana de ciencias sociales,contador público ,2020-09-09,,michael scott,male,25,arroyo canelon,brianwelch@yahoo.com,1625
255, facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,2021-01-21,,chad garcia,male,30,la lucila,michelle21@yahoo.com,1636
256, facultad latinoamericana de ciencias sociales,licenciatura en ciencias antropológicas,2020-10-08,,brenda gill,female,65,alto del saladillo,ccombs@yahoo.com,4500
257, facultad latinoamericana de ciencias sociales,medicina,2020-09-28,,benjamin lopez,male,61,el molle,xporter@yahoo.com,5350
258, facultad latinoamericana de ciencias sociales,actuario ,2020-12-21,,peter garcia,male,34,garcia del rio,schneiderdenise@gmail.com,8162
259, facultad latinoamericana de ciencias sociales,licenciatura en ciencia política ,2020-12-03,,kelly michael,female,91,4 de febrero,simmonselizabeth@yahoo.com,2732
260, facultad latinoamericana de ciencias sociales,diseño industrial,2020-12-29,,brandy boyd,female,80,carlos tejedor,yball@yahoo.com,6455
261, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2020-12-14,,wesley yu,male,15,anecon chico,ywilcox@gmail.com,8418
262, facultad latinoamericana de ciencias sociales,licenciatura en producción de bioimagenes,2021-01-30,,larry raymond,male,78,chapanay,janet47@yahoo.com,5589
263, facultad latinoamericana de ciencias sociales,licenciatura en ciencia y tecnología de alimentos,2020-10-22,,danielle harris,female,65,las quintas,john50@hotmail.com,2200
264, facultad latinoamericana de ciencias sociales,diseño de imagen y sonido,2020-09-23,,adam kim,male,80,arrascaeta,huffwendy@gmail.com,3046
265, facultad latinoamericana de ciencias sociales,licenciatura en psicología,2020-12-04,,john lee,male,44,aldea brasilera,shenderson@gmail.com,3101
266, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2020-11-30,,terry clayton,male,53,castelar,traci28@yahoo.com,1712
267, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2020-10-18,,megan smith,female,52,campo el mataco,lawrencejohn@yahoo.com,2342
268, facultad latinoamericana de ciencias sociales,licenciatura en kinesiología y fisiatría,2021-01-26,,erik hall,male,86,enrique fynn,kevinsanchez@hotmail.com,1741
269, facultad latinoamericana de ciencias sociales,licenciatura en gestión de agroalimentos,2020-10-07,,justin warner,male,92,agua colorada,lramirez@gmail.com,4119
270, facultad latinoamericana de ciencias sociales,medicina,2020-10-21,,janet oliver,female,102,colonia berlin,craiglambert@hotmail.com,2313
271, facultad latinoamericana de ciencias sociales,arquitectura,2020-10-06,,holly lambert,female,93,aldea santafecina,cheryl73@gmail.com,3103
272, facultad latinoamericana de ciencias sociales,diseño industrial,2020-11-12,,kristine strickland,female,65,diego lopez,patrick71@hotmail.com,3180
273, facultad latinoamericana de ciencias sociales,técnico para bioterios ,2021-01-15,,barbara green dds,female,65,anjullon,christine47@gmail.com,5303
274, facultad latinoamericana de ciencias sociales,licenciatura en relaciones del trabajo ,2020-12-14,,christopher garrison,male,73,aicuña,raymondroberts@yahoo.com,5361
275, facultad latinoamericana de ciencias sociales,técnico para bioterios ,2021-01-23,,christopher watson,male,73,achaval rodriguez,bennettnicholas@hotmail.com,2344
276, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-11-27,,douglas rhodes,male,25,agua de los manantiales,ymason@yahoo.com,5549
277, facultad latinoamericana de ciencias sociales,licenciatura en administración ,2020-10-29,,jordan huynh,male,31,bajo guazu,jamesmccann@hotmail.com,3421
278, facultad latinoamericana de ciencias sociales,licenciatura en ciencia política ,2020-12-13,,joshua vasquez,male,86,cachiyuyal,kelly34@gmail.com,5367
279, facultad latinoamericana de ciencias sociales,licenciatura en producción de bioimagenes,2020-11-02,,annette blair,female,93,ancon,betty80@hotmail.com,5561
280, facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,2020-12-08,,sarah hebert,female,107,apeadero las chimbas,daniel47@gmail.com,5413
281, facultad latinoamericana de ciencias sociales,licenciatura en gestión de agroalimentos,2020-11-26,,nathan dillon,male,35,balneario atlantida,robertsmith@yahoo.com,7607
282, facultad latinoamericana de ciencias sociales,licenciatura en ciencias ambientales,2020-10-12,,alice phillips,female,86,carlos tejedor,tiffanyarias@hotmail.com,6455
283, facultad latinoamericana de ciencias sociales,licenciatura en ciencias biológicas,2020-10-22,,danielle dunlap dvm,female,34,buena esperanza,gwashington@gmail.com,6277
284, facultad latinoamericana de ciencias sociales,licenciatura en terapia ocupacional,2020-10-25,,john myers,male,91,bajo guazu,wheelerbecky@gmail.com,3421
285, facultad latinoamericana de ciencias sociales,licenciatura en producción de bioimagenes,2020-10-19,,catherine goodman,female,76,estacion de zootecnia b,xholloway@gmail.com,4000
286, facultad latinoamericana de ciencias sociales,licenciatura en relaciones del trabajo ,2021-01-17,,jacob stewart,male,97,benito juarez,joseph83@yahoo.com,7020
287, facultad latinoamericana de ciencias sociales,licenciatura en ciencias geológicas,2021-01-19,,brian burnett,male,66,agua seballe,kara11@yahoo.com,5721
288, facultad latinoamericana de ciencias sociales,licenciatura en artes,2020-09-30,,william sanford,male,68,agua de la piedra,spatel@yahoo.com,5475
